%Date,Datum utkání,Timestamp,Čas utkání,datum a čas,domácí,hosté,Doma/Venku,skóre,název soutěže,zkratka soutěže,kategorie soutěže,pořadí,hřiště,poznámka
2023-09-13 17:00:00,2023-09-13,2023-09-13,17:00:00,13.09.2023 17:00,TJ Jiskra Bohuslavice nad Ú. (7),TJ Strážné (10),V,1 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Bohuslavice,
2023-09-20 17:00:00,2023-09-20,2023-09-20,17:00:00,20.09.2023 17:00,Fotbal Club Mladé Buky (1),TJ Rudník (16),V,1 : 5 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,M.Buky,
2023-09-20 17:00:00,2023-09-20,2023-09-20,17:00:00,20.09.2023 17:00,TJ SOKOL Bílá Třemešná (4),TJ Baník Žacléř A (13),D,0 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,B.Třemešná,
2023-09-20 17:00:00,2023-09-20,2023-09-20,17:00:00,20.09.2023 17:00,TJ Jiskra Podhůří (5),FK Poříčí u Trutnova (12),V,0 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Podhůří,
2023-09-20 17:00:00,2023-09-20,2023-09-20,17:00:00,20.09.2023 17:00,Sokol Vítězná (8),FK Sokol Volanov (9),V,3 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Vítězná,
2023-09-16 13:30:00,2023-09-16,2023-09-16,13:30:00,16.09.2023 13:30,TJ SOKOL Bílá Třemešná (4),TJ Rudník (16),D,5 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,B.Třemešná,
2023-09-16 13:30:00,2023-09-16,2023-09-16,13:30:00,16.09.2023 13:30,TJ Jiskra Podhůří (5),FC Libotov (3),V,5 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Podhůří,
2023-09-16 16:30:00,2023-09-16,2023-09-16,16:30:00,16.09.2023 16:30,TJ Spartak Pilníkov (6),TJ Baník Rtyně v Podkrk. (2),V,6 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Pilníkov,
2023-09-16 16:30:00,2023-09-16,2023-09-16,16:30:00,16.09.2023 16:30,TJ Jiskra Bohuslavice nad Ú. (7),Fotbal Club Mladé Buky (1),V,0 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Bohuslavice,
2023-09-16 16:30:00,2023-09-16,2023-09-16,16:30:00,16.09.2023 16:30,Sokol Vítězná (8),SK Spartak Hajnice (15),V,0 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Vítězná,
2023-09-16 16:30:00,2023-09-16,2023-09-16,16:30:00,16.09.2023 16:30,FK Sokol Volanov (9),TJ Sokol Staré Buky (14),V,0 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Volanov,
2023-09-16 16:30:00,2023-09-16,2023-09-16,16:30:00,16.09.2023 16:30,TJ Tatran Hostinné (11),FK Poříčí u Trutnova (12),V,4 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hostinné,
2023-09-17 16:30:00,2023-09-17,2023-09-17,16:30:00,17.09.2023 16:30,TJ Strážné (10),TJ Baník Žacléř A (13),V,1 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,D.Branná,
2023-09-23 13:30:00,2023-09-23,2023-09-23,13:30:00,23.09.2023 13:30,Fotbal Club Mladé Buky (1),Sokol Vítězná (8),V,1 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,M.Buky,
2023-09-23 16:30:00,2023-09-23,2023-09-23,16:30:00,23.09.2023 16:30,TJ Rudník (16),FK Poříčí u Trutnova (12),V,5 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rudník,
2023-09-23 16:30:00,2023-09-23,2023-09-23,16:30:00,23.09.2023 16:30,TJ Baník Žacléř A (13),TJ Tatran Hostinné (11),V,4 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Žacléř,
2023-09-23 16:30:00,2023-09-23,2023-09-23,16:30:00,23.09.2023 16:30,TJ Baník Rtyně v Podkrk. (2),TJ Jiskra Bohuslavice nad Ú. (7),V,7 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rtyně,
2023-09-23 16:30:00,2023-09-23,2023-09-23,16:30:00,23.09.2023 16:30,TJ SOKOL Bílá Třemešná (4),TJ Jiskra Podhůří (5),D,1 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,B.Třemešná,
2023-09-24 12:30:00,2023-09-24,2023-09-24,12:30:00,24.09.2023 12:30,SK Spartak Hajnice (15),FK Sokol Volanov (9),V,3 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hajnice,
2023-09-24 13:30:00,2023-09-24,2023-09-24,13:30:00,24.09.2023 13:30,TJ Sokol Staré Buky (14),TJ Strážné (10),V,4 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,St.Buky,
2023-09-24 15:30:00,2023-09-24,2023-09-24,15:30:00,24.09.2023 15:30,FC Libotov (3),TJ Spartak Pilníkov (6),V,0 : 6 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Libotov,
2023-09-13 17:00:00,2023-09-13,2023-09-13,17:00:00,13.09.2023 17:00,FK Sokol Volanov (9),Fotbal Club Mladé Buky (1),V,9 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Volanov,
2023-09-30 13:00:00,2023-09-30,2023-09-30,13:00:00,30.09.2023 13:00,TJ Spartak Pilníkov (6),TJ SOKOL Bílá Třemešná (4),V,2 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Pilníkov,
2023-09-30 16:00:00,2023-09-30,2023-09-30,16:00:00,30.09.2023 16:00,TJ Jiskra Podhůří (5),TJ Rudník (16),V,2 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Podhůří,
2023-09-30 16:00:00,2023-09-30,2023-09-30,16:00:00,30.09.2023 16:00,TJ Jiskra Bohuslavice nad Ú. (7),FC Libotov (3),V,6 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Bohuslavice,
2023-09-30 16:00:00,2023-09-30,2023-09-30,16:00:00,30.09.2023 16:00,Sokol Vítězná (8),TJ Baník Rtyně v Podkrk. (2),V,6 : 4 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Vítězná,
2023-09-30 16:00:00,2023-09-30,2023-09-30,16:00:00,30.09.2023 16:00,TJ Tatran Hostinné (11),TJ Sokol Staré Buky (14),V,3 : 5 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hostinné,
2023-09-30 16:00:00,2023-09-30,2023-09-30,16:00:00,30.09.2023 16:00,FK Poříčí u Trutnova (12),TJ Baník Žacléř A (13),V,0 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Poříčí,
2023-10-01 16:00:00,2023-10-01,2023-10-01,16:00:00,01.10.2023 16:00,TJ Strážné (10),SK Spartak Hajnice (15),V,1 : 4 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,D.Branná,
2023-10-07 13:00:00,2023-10-07,2023-10-07,13:00:00,07.10.2023 13:00,TJ Rudník (16),TJ Baník Žacléř A (13),V,0 : 6 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rudník,
2023-10-07 16:00:00,2023-10-07,2023-10-07,16:00:00,07.10.2023 16:00,TJ Sokol Staré Buky (14),FK Poříčí u Trutnova (12),V,2 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,St.Buky,
2023-10-07 16:00:00,2023-10-07,2023-10-07,16:00:00,07.10.2023 16:00,Fotbal Club Mladé Buky (1),TJ Strážné (10),V,3 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,M.Buky,
2023-10-07 16:00:00,2023-10-07,2023-10-07,16:00:00,07.10.2023 16:00,TJ Baník Rtyně v Podkrk. (2),FK Sokol Volanov (9),V,1 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rtyně,
2023-10-07 16:00:00,2023-10-07,2023-10-07,16:00:00,07.10.2023 16:00,TJ SOKOL Bílá Třemešná (4),TJ Jiskra Bohuslavice nad Ú. (7),D,2 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,B.Třemešná,
2023-10-07 16:00:00,2023-10-07,2023-10-07,16:00:00,07.10.2023 16:00,TJ Jiskra Podhůří (5),TJ Spartak Pilníkov (6),V,1 : 8 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Podhůří,
2023-10-08 13:00:00,2023-10-08,2023-10-08,13:00:00,08.10.2023 13:00,SK Spartak Hajnice (15),TJ Tatran Hostinné (11),V,7 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hajnice,
2023-10-08 16:00:00,2023-10-08,2023-10-08,16:00:00,08.10.2023 16:00,FC Libotov (3),Sokol Vítězná (8),V,4 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Libotov,
2023-10-14 11:00:00,2023-10-14,2023-10-14,11:00:00,14.10.2023 11:00,FK Sokol Volanov (9),FC Libotov (3),V,7 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Volanov,
2023-10-14 16:00:00,2023-10-14,2023-10-14,16:00:00,14.10.2023 16:00,TJ Spartak Pilníkov (6),TJ Rudník (16),V,5 : 6 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Pilníkov,
2023-10-14 16:00:00,2023-10-14,2023-10-14,16:00:00,14.10.2023 16:00,TJ Jiskra Bohuslavice nad Ú. (7),TJ Jiskra Podhůří (5),V,2 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Bohuslavice,
2023-10-14 16:00:00,2023-10-14,2023-10-14,16:00:00,14.10.2023 16:00,Sokol Vítězná (8),TJ SOKOL Bílá Třemešná (4),V,1 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Vítězná,
2023-10-14 16:00:00,2023-10-14,2023-10-14,16:00:00,14.10.2023 16:00,TJ Tatran Hostinné (11),Fotbal Club Mladé Buky (1),V,3 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hostinné,
2023-10-14 16:00:00,2023-10-14,2023-10-14,16:00:00,14.10.2023 16:00,FK Poříčí u Trutnova (12),SK Spartak Hajnice (15),V,0 : 10 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Poříčí,
2023-10-14 16:00:00,2023-10-14,2023-10-14,16:00:00,14.10.2023 16:00,TJ Baník Žacléř A (13),TJ Sokol Staré Buky (14),V,1 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Žacléř,
2023-10-15 16:00:00,2023-10-15,2023-10-15,16:00:00,15.10.2023 16:00,TJ Strážné (10),TJ Baník Rtyně v Podkrk. (2),V,1 : 6 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,D.Branná,
2023-10-21 12:30:00,2023-10-21,2023-10-21,12:30:00,21.10.2023 12:30,TJ Spartak Pilníkov (6),TJ Jiskra Bohuslavice nad Ú. (7),V,10 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Pilníkov,
2023-10-21 15:30:00,2023-10-21,2023-10-21,15:30:00,21.10.2023 15:30,TJ Rudník (16),TJ Sokol Staré Buky (14),V,1 : 4 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rudník,
2023-10-21 15:30:00,2023-10-21,2023-10-21,15:30:00,21.10.2023 15:30,Fotbal Club Mladé Buky (1),FK Poříčí u Trutnova (12),V,3 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,M.Buky,
2023-10-21 15:30:00,2023-10-21,2023-10-21,15:30:00,21.10.2023 15:30,TJ Baník Rtyně v Podkrk. (2),TJ Tatran Hostinné (11),V,2 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rtyně,
2023-10-21 15:30:00,2023-10-21,2023-10-21,15:30:00,21.10.2023 15:30,TJ SOKOL Bílá Třemešná (4),FK Sokol Volanov (9),D,1 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,B.Třemešná,
2023-10-21 15:30:00,2023-10-21,2023-10-21,15:30:00,21.10.2023 15:30,TJ Jiskra Podhůří (5),Sokol Vítězná (8),V,6 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Podhůří,
2023-10-22 12:30:00,2023-10-22,2023-10-22,12:30:00,22.10.2023 12:30,FC Libotov (3),TJ Strážné (10),V,3 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Libotov,
2023-10-22 13:00:00,2023-10-22,2023-10-22,13:00:00,22.10.2023 13:00,SK Spartak Hajnice (15),TJ Baník Žacléř A (13),V,8 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hajnice,
2023-10-28 11:30:00,2023-10-28,2023-10-28,11:30:00,28.10.2023 11:30,TJ Sokol Staré Buky (14),SK Spartak Hajnice (15),V,5 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,St.Buky,
2023-10-28 14:30:00,2023-10-28,2023-10-28,14:30:00,28.10.2023 14:30,TJ Jiskra Bohuslavice nad Ú. (7),TJ Rudník (16),V,5 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Bohuslavice,
2023-10-28 14:30:00,2023-10-28,2023-10-28,14:30:00,28.10.2023 14:30,Sokol Vítězná (8),TJ Spartak Pilníkov (6),V,2 : 7 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Vítězná,
2023-10-28 14:30:00,2023-10-28,2023-10-28,14:30:00,28.10.2023 14:30,FK Sokol Volanov (9),TJ Jiskra Podhůří (5),V,8 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Volanov,
2023-10-28 14:30:00,2023-10-28,2023-10-28,14:30:00,28.10.2023 14:30,TJ Tatran Hostinné (11),FC Libotov (3),V,7 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Hostinné,
2023-10-28 14:30:00,2023-10-28,2023-10-28,14:30:00,28.10.2023 14:30,TJ Baník Žacléř A (13),Fotbal Club Mladé Buky (1),V,2 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Lampertice,
2023-11-19 13:00:00,2023-11-19,2023-11-19,13:00:00,19.11.2023 13:00,TJ Strážné (10),TJ SOKOL Bílá Třemešná (4),V,1 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,UMT Vrchlabí,
2024-04-24 17:30:00,2024-04-24,2024-04-24,17:30:00,24.04.2024 17:30,FK Poříčí u Trutnova (12),TJ Baník Rtyně v Podkrk. (2),V,2 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Poříčí,
2023-11-04 14:00:00,2023-11-04,2023-11-04,14:00:00,04.11.2023 14:00,Fotbal Club Mladé Buky (1),TJ Sokol Staré Buky (14),V,2 : 2 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,M.Buky,
2023-11-04 14:00:00,2023-11-04,2023-11-04,14:00:00,04.11.2023 14:00,TJ Jiskra Podhůří (5),TJ Strážné (10),V,4 : 5 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Podhůří,
2023-11-04 14:00:00,2023-11-04,2023-11-04,14:00:00,04.11.2023 14:00,TJ Jiskra Bohuslavice nad Ú. (7),Sokol Vítězná (8),V,2 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Bohuslavice,
2023-11-04 16:15:00,2023-11-04,2023-11-04,16:15:00,04.11.2023 16:15,TJ Spartak Pilníkov (6),FK Sokol Volanov (9),V,3 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,UMT Trutnov,
2023-11-05 14:00:00,2023-11-05,2023-11-05,14:00:00,05.11.2023 14:00,FC Libotov (3),FK Poříčí u Trutnova (12),V,3 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Libotov,
2024-05-01 17:00:00,2024-05-01,2024-05-01,17:00:00,01.05.2024 17:00,TJ Rudník (16),SK Spartak Hajnice (15),V,0 : 6 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rudník,
2024-05-01 17:00:00,2024-05-01,2024-05-01,17:00:00,01.05.2024 17:00,TJ Baník Rtyně v Podkrk. (2),TJ Baník Žacléř A (13),V,2 : 5 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Rtyně,
2024-05-01 17:00:00,2024-05-01,2024-05-01,17:00:00,01.05.2024 17:00,TJ SOKOL Bílá Třemešná (4),TJ Tatran Hostinné (11),D,6 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,B.Třemešná,
2023-11-11 11:00:00,2023-11-11,2023-11-11,11:00:00,11.11.2023 11:00,FK Poříčí u Trutnova (12),TJ SOKOL Bílá Třemešná (4),V,1 : 3 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Poříčí,
2023-11-11 14:00:00,2023-11-11,2023-11-11,14:00:00,11.11.2023 14:00,Sokol Vítězná (8),TJ Rudník (16),V,3 : 4 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Vítězná,
2023-11-11 14:00:00,2023-11-11,2023-11-11,14:00:00,11.11.2023 14:00,FK Sokol Volanov (9),TJ Jiskra Bohuslavice nad Ú. (7),V,6 : 1 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,Volanov,
2023-11-11 14:00:00,2023-11-11,2023-11-11,14:00:00,11.11.2023 14:00,TJ Strážné (10),TJ Spartak Pilníkov (6),V,2 : 0 (PK:0:0),OP II.třídy muži,Muži,Muzi,1,UMT Vrchlabí,
